grin_accession,flower_color,height,hilum_color,lodging,maturity_group,oil,protein,pubescence_color,seed_quality,seed_weight,yield
PI165563,P,90,Bl,4.5,VII,11.1,50.55,T,2.5,7,0.65
PI165578,W,115,Br,3,VII,17.95,42.95,T,2.5,14.9,1.7
PI165583,P,205,Bl,5,VII,11.2,49.2,T,3,4.9,0.45
PI165671,W,107,Bf,2.5,VII,17.85,44.75,G,3,21,1.67
PI165672,P,122,Br,3,VI,15.4,47.8,T,2.8,19.1,1
PI165673,P,106,Bf,3,VI,11.7,51.5,G,2.3,10.7,0.76
PI165674,P,146,Bl,4.5,VIII,17.5,45.3,T,2.5,10.1,1.42
PI165675,P,100,Br,4,VII,17,46.8,T,2.8,11.7,2.12
PI165676,P,124,Rbr,3.5,VIII,16.15,45,T,3,19.7,1.42
PI165896,P,107,Bl,5,VII,13.5,48.1,T,2.8,8.4,0.52
PI165914,P,74,Br,5,VII,15.15,45.2,T,2.8,4.6,0.69
PI165926,P,77,Br,5,VII,13.6,44.9,T,3,5,0.48
PI165929,P,98,Bl,5,VII,15.65,46.5,Lt,2.5,5.9,0.71
PI165943,W,123,Br,3,VII,17.05,43.65,T,2.5,15.6,1.36
PI165947,P,114,Bl,5,VII,13,45.6,T,4,4,0.37
PI165989,P,72,Br,5,VII,13.8,42.2,T,3,4.5,0.69
PI166028,P,81,Br,5,VII,16.3,44.25,T,3,4.5,0.69
PI166032,P,79,Br,5,VII,14.8,42.4,T,3,4.8,0.77
PI166048,P,98,Bl,5,VII,14.95,46.8,T,2.5,8.8,0.9
PI166105,P,100,Bl,4.5,VII,14.1,47,T,2.5,6.7,1.05
PI166140,W,115,Br,3,VII,18.55,44,T,2.5,15.9,1.66
PI166141,W,127,Bl,3.5,VIII,15,44.9,T,2.5,14.8,1.12
PI166147,W,121,Lbf,4,VI,17.4,45.6,G,2,12.1,1.28
PI166438,W,NA,Br,NA,X,NA,NA,T,NA,NA,NA
PI167240,W,99,Y,2.8,III,22.1,40.9,G,2.5,19.2,2.35
PI167277,P,81,Br,3.6,IV,17.4,43,T,2.5,10.9,2.09
PI170380,P,114,Bl,3.3,IV,21.3,41.6,T,2.8,16.8,2.96
PI170886,W,122,Y,4,VI,17.3,45.9,G,2.3,9.9,0.78
PI170887,W,97,Y,4,VI,18.45,47.1,G,2.3,10.3,0.19
PI170888,W,135,Bf,4.5,VI,18.8,44.7,G,2.3,11.9,1.02
PI170889,P,110,Bf,4,VI,15.8,46.3,G,2,8.1,1.07
PI170890,W,130,Bf,4,VI,18.5,44.2,G,2.5,9.7,0.59
PI170891,W,115,Bf,4,VI,16.8,46,G,2,12.2,0.9
PI170892,P,76,Bf,3,VI,14.4,49.4,G,2.3,10,0.18
PI170893,P,108,Bf,4.5,V,17.8,46,G,2.8,14.4,0.82
PI170895,P,116,Bf,4,V,19.5,44,G,3.8,16.7,2.08
PI170896,P,105,Bl,4.5,V,17.7,45.3,Lt,2.3,11.4,1.79
PI170899,P,123,Bf,4.5,V,18.25,44.15,G,3.5,14.4,0.81
PI171421,P,74,Y,1.3,I,20.8,39,G,2.3,13.9,2.13
PI171427,W,104,Bf,3.5,IV,19.1,43.9,G,2.5,17.7,2.72
PI171428,P,91,Bf,3.8,IV,19.1,43.1,G,2.3,16,2.16
PI171429,W,140,Bl,4.8,IV,18.7,42,T,2.3,9.9,2.21
PI171430,W,88,Bf,4,V,18.05,47,G,1.8,9.9,2.5
PI171431,P,109,Ib,4,IV,20,42.3,G,2.3,18.9,2.54
PI171432,W,114,Bf,4.3,IV,20,40.8,G,2.3,13.8,2.6
PI171433,W,112,Br,2.6,IV,18.1,42.6,T,2.5,13,2.43
PI171434,P,107,Ib,3.3,IV,19.1,43,G,2.3,18.3,3.06
PI171436,P,103,Ib,3,VI,13.3,48,G,2,5.8,0.83
PI171437,P,77,Bl,3,VI,11.4,49,T,2.5,3.8,0.63
PI171438,P,130,Bl,4.5,VII,13,46.1,T,2,5.3,1.6
PI171439,P,75,Bf,2,VI,15.6,44.2,G,2.3,12.9,1.35
PI171440,P,113,Bf,3.5,VI,17.6,48.2,G,2.8,15.6,1.07
PI171441,P,90,Br,4,VI,10.2,41,Ng,2,6.6,0.58
PI171442,W,85,Rbr,3.5,V,17.9,45.6,T,2.3,12.2,1.21
PI171443,W,94,Br,3.5,VI,18.8,41.8,T,1.8,6.8,0.85
PI171444,W,87,Bf,4,VI,11.3,48.4,G,2,4.9,0.26
PI171445,P,100,Br,4,VII,15.7,47.2,T,2.5,12.3,1.9
PI171446,P,83,Br,3,VII,17.7,46.3,T,2.5,13.1,2.45
PI171449,P,69,Bf,3.8,III,19,41.7,-,2.5,14.1,1.22
PI171450,P,89,Br,4,III,15.3,46.3,T,2.3,11,1.65
PI171451,W,78,Br,4,VII,15.45,47.15,T,3,7.7,1.51
PI171454,P,56,Bl,3,IV,19.2,42.2,T,2.5,17.8,1.39
PI171652,W,86,Lbf,4.3,IV,18,43.7,G,2,8,2.08
PI172901,P,66,Tn,2.7,IV,18.1,44.6,T,2.3,18.5,1.92
PI172902,W,54,Lgn,2.5,V,19.1,47.25,T,2.8,14.4,1.19
PI173994,W,76,Y,4.5,III,18.4,44.3,G,2.5,22,1.63
PI173995,P,84,Y,4.4,IV,19.2,43.7,G,2.3,19.8,2.51
PI174852,W,142,Br,NA,IX,17.9,41.9,T,2,10.3,NA
PI174853,W,118,Br,2.5,VII,15.6,43.9,T,2.5,15.6,1.64
PI174854,P,128,Bl,5,VIII,12.8,44.7,T,3.5,4.2,0.12
PI174855,W,115,Br,3,VII,14.3,44.7,T,2.5,16.4,1.89
PI174856,W,103,Br,2,VII,16,46.5,T,2.5,13.6,1.54
PI174857,W,130,Br,3,VII,15.4,45,T,3,12.3,0.95
PI174858,W,105,Br,1.5,VII,13.8,46.5,T,2.5,16.5,1.77
PI174859,P,148,Bl,5,VIII,14.5,48.5,T,2.5,5.5,0.73
PI174860,P,158,Bl,5,VIII,11.2,47.1,T,3,5.7,0.67
PI174861,P,127,Bl,5,VIII,11.6,47.4,T,3.5,6,0.28
PI174862,P,140,Bl,5,VI,11.8,48.3,T,2.3,4.7,0.42
PI174863,P,113,Gnbr,4.5,VI,13.8,43.3,T,2.3,4,0.51
PI174865,W,107,Br,4,VII,18.4,43.5,T,2,8.2,NA
PI174866,P,104,Bl,5,VII,17.1,46.7,T,3.3,4.2,0.47
PI174867,P,163,Bl,4.5,VIII,14.4,46.4,T,3,8.8,0.54
PI174868,W,113,Br,3,VII,14.6,45.5,T,2.5,15.9,1.81
PI175174,P,83,Br,5,VI,23.9,42,T,3,2.5,0.07
PI175175,P,142,Bl,5,VIII,12.1,49.1,T,2.8,7.6,0.21
PI175176,P,178,Bl,5,VIII,11.8,47.7,T,2.5,8.3,0.69
PI175177,P,145,Bl,5,VIII,12.2,49.3,T,2.8,7.3,0.25
PI175178,P,164,Bl,4.5,VIII,13.3,46.4,T,2.5,5,0.61
PI175179,P,145,Bl,5,VIII,14,46.5,T,2.8,5.2,0.31
PI175180,P,141,Bl,5,VII,16.9,45.1,T,3,5,0.4
PI175181,P,71,Br,5,VII,15.2,45.3,T,2.8,5.3,0.54
PI175182,P,130,Bl,5,VII,13.8,47.5,T,3,4,0.32
PI175183,P,128,Br,5,VII,18.1,46.3,T,3,5.5,0.29
PI175184,P,145,Bl,4.5,VIII,15.3,46.4,T,2.5,7.5,0.82
PI175185,P,300,Br,5,VII,15.2,45.2,T,3,5.3,0.66
PI175186,P,208,Br,5,VII,13,45.9,T,3,5,0.72
PI175187,P,105,Gnbr,5,VI,11.2,47.1,T,2.3,3.8,0.29
PI175188,P,300,Bl,5,VII,NA,NA,T,3.3,3.8,0.07
PI175189,P,140,Gnbr,5,VI,13.5,47,T,2.3,3.8,0.27
PI175190,P,155,Bl,5,VIII,12.4,49,T,2.5,5.5,0.25
PI175191,P,300,Bl,5,VII,13.2,46,T,3.5,4.3,0.12
PI175192,P,82,Gnbr,5,VI,12.5,44.1,T,2.3,3.9,0.33
PI175193,P,160,Gnbr,5,VI,11.3,46.6,T,2.3,3.6,0.33
PI175194,P,130,Gnbr,5,VI,11.2,45.8,T,2.3,3.5,0.26
PI175195,P,140,Gnbr,5,VI,12,46.7,T,2.3,4.7,0.34
PI175196,P,160,Gnbr,5,VI,11.2,46.1,T,2.3,4.2,0.35
PI175197,P,300,Bl,5,VII,12.7,43.9,T,3.5,3.9,0.33
PI175198,P,180,Gnbr,5,VI,11.6,45.8,T,2.3,4.3,0.44
PI175199,P,140,Gnbr,5,VI,10.9,46.4,T,2.3,3.9,0.35
PI179822,P,79,Y,2.5,0,19.9,43.1,T,2.5,16.5,2.23
PI179823,P,56,Br,3,V,19.3,46.75,T,2.5,20.1,1.41
PI179825,P,60,Bl,3.5,V,17.75,47.1,T,2.8,18.4,1.98
PI179826,W,97,Br,3.3,IV,21.4,40.2,Ng,2.3,22.8,2.62
PI179935,W,93,Bf,5,VII,16.7,42.7,G,3.8,7.6,1.44
PI180051,W,113,Br,3,VII,15.7,43.5,T,2.5,15.2,1.8
PI180445,P,205,Br,5,VII,15.5,40.5,T,3.5,4.5,0.68
PI180499,P,76,Br,2.5,0,20.9,41.65,T,3,16.2,2.7
PI180501,P,76,Br,3,0,21.3,39.1,T,2,14.9,2.26
PI180502,P,76,Br,3,0,21.4,40.2,T,4,15,2.35
PI180507,W,76,Br,2.5,0,21.5,43.6,T,4.5,17.6,2.29
PI180508,P,69,Br,3.5,0,17.5,43,T,2,19.4,1.99
PI180509,W,81,Br,5,0,16.9,41.7,T,3,17.3,1.72
PI180516,W,86,Br,5,0,18.2,42.25,T,3,16.9,1.6
PI180517,W,79,Br,5,0,19.05,42.75,T,3.5,18.1,1.78
PI180519,P,64,Tn,4,0,19.4,46.4,T,4,16.6,1.32
PI180521,P,74,Br,4,0,19.6,44.7,T,3.5,17.5,1.53
PI180524,P,69,Br,3.5,0,20.45,41.3,T,3,19.6,2.06
PI180525,P,76,Br,3.5,0,21.9,39,T,3.5,18.3,2.03
PI180529,W,71,Br,3.5,0,20.3,43.1,T,2.5,16.8,1.84
PI180530,P,84,Br,4.5,0,20.35,44.55,T,3,13.9,1.65
PI180532,W,79,Bl,3.5,0,20.9,41.1,T,3,20.4,2.09
PI181531,P,79,Br,3,0,19.7,41.8,T,3,28.5,1.15
PI181532,P,58,Br,1.8,I,20.4,38.4,T,3.5,22.8,1.49
PI181533,P,64,Br,1.1,II,19.4,39,T,2.8,15.6,1.96
PI181534,W,56,Bl,1.1,II,20.3,38.2,T,3,29.2,1.69
PI181535,P,53,Br,2.3,III,19.5,41.5,T,2.3,13.6,1.81
PI181536,P,41,Br,1.3,I,18.2,38.5,-,2.5,14.2,1.28
PI181537,P,38,Br,1,II,19.2,39.3,-,2.8,21.2,1.1
PI181538,P,66,Br,1.4,I,19.15,42.55,T,2.3,16.5,1.61
PI181539,P,79,Bf,3.8,IV,17.5,45,G,2.5,13.6,1.91
PI181540,W,81,Br,3.2,III,17,45.6,T,2.3,13.7,1.71
PI181541,W,86,Br,2.4,II,16.3,43.2,T,2.5,14.5,1.67
PI181542,P,74,Y,2.8,III,19.9,41.8,G,2.8,16.3,1.92
PI181543,P,65,Br,3,V,20.05,42.1,T,2.5,13.8,1.12
PI181544,P,74,Y,2.5,V,20.1,42.75,T,2.8,18,2.14
PI181545,P,53,Tn,1.5,V,19.25,43.9,T,2.5,14.4,1.27
PI181546,P,48,Br,1.5,V,18.7,40.6,T,3.3,14.3,1.67
PI181547,W,40,Bf,1.5,V,20.7,42,G,2.3,14.7,1.55
PI181548,P,76,Bf,2.6,II,18.9,41.1,-,2,15,1.74
PI181549,W,89,Br,4.2,III,17.4,41.9,T,2.3,10.8,1.46
PI181550,W,81,Bl,3.5,IV,18.85,44.35,T,2.5,20.5,1.8
PI181551,P,64,Br,4.2,IV,19.5,42.2,T,2.5,14.2,1.25
PI181552,W,76,Y,4,III,20.05,40.6,-,2.3,17.1,1.62
PI181553,P,76,Tn,3.8,III,18.1,41.8,T,2.5,16.1,2.2
PI181554,P,74,Tn,4,III,19.8,42.9,T,2.8,15.7,2.28
PI181555,P,86,Br,3.8,IV,18.6,40.7,T,2.5,16.7,1.73
PI181556,W,55,Br,1.5,VI,19.9,43.4,T,2,14.8,1.14
PI181557,W,79,Bl,3.2,IV,17.3,45.1,T,2.3,20.6,1.78
PI181558,P,56,Br,1.5,V,20.15,42.1,T,2.5,14,1.58
PI181559,W,67,Br,3,VI,19,42,T,2.5,12,1.22
PI181560,P,86,Br,2,VII,16.9,47,T,3,17.1,1.87
PI181561,P,78,Bf,2,VI,19.1,43.4,G,2.8,27.6,1.35
PI181562,W,50,Br,3,V,19.75,42.4,T,2.3,13.6,1.33
PI181564,P,88,Bl,1,VIII,16.4,44.9,T,2.5,33.3,1.16
PI181565,P,83,Bf,3,VII,17.6,45.4,G,3,29.8,1.99
PI181566,P,95,Bf,3,VII,18.3,44.7,G,2.8,19.4,1.78
PI181567,W,97,Bf,3,VIII,16,45.9,G,3,15.9,1.81
PI181568,W,108,Lbf,3,VII,19.5,43.1,G,2.5,15.5,2.95
PI181569,P,94,Bl,2,VII,17.3,44.5,T,2.5,28.6,1.28
PI181570,P,66,Bf,2.8,I,15.1,41.4,G,2.5,12.6,1.29
PI181571,W,76,Bf,4,0,17.05,48.9,G,2.5,12.8,1.45
PI181696,P,173,Bl,5,VIII,14.3,44.3,T,2.5,5.2,0.68
PI181697,P,149,Bl,4.5,VIII,14.7,45.1,T,2.5,6.1,0.7
PI181698,P,125,Br,4.5,VIII,13,48.4,T,2.5,5.8,0.82
PI181699,P,137,Br,NA,IX,19.5,44.4,T,2,14.6,NA
PI183485,P,168,Br,NA,IX,17.9,45.1,T,2,14.4,NA
PI183900,P,134,Bf,4,VIII,15.2,48.9,G,3.3,8.3,0.46
PI183929,W,127,Br,5,VII,14.6,46.1,T,2.3,10.8,0.87
PI183930,W,110,Br,3.5,VII,16.4,44.3,T,2.5,16.1,1.65
PI184042,P,84,Y,1.9,I,20.4,37.2,G,2.5,13.5,2.21
PI184043,P,79,Br,3.2,I,19.8,36.8,T,2.8,10,1.84
PI184044,P,79,Bl,2.1,I,21.5,37.1,T,3,15.1,2.29
PI184045,P,76,Br,3.3,I,20.2,40.3,T,3,10.4,1.92
PI184046,P,84,Y,1.4,I,20,39.7,G,2.8,12.9,1.86
PI184047,P,81,Br,3.5,0,19.4,41.4,T,2.5,13.1,1.96
PI187150,P,94,Br,4,IV,18.9,42,T,2.5,16,1.76
PI187152,P,66,Bf,2.8,III,19.7,40.2,-,2.5,12.9,1.33
PI187153,W,69,Y,3.8,III,18.9,43.5,G,3,24,1.39
PI187154,P,79,Bl,2,VII,17.2,42.1,T,3,32.8,1.34
PI187155,W,47,Y,2.5,V,19.05,45.2,G,3.8,22.7,1.66
PI187156,W,74,Bf,2,VI,16.6,44.8,G,2,13.1,1.38
PI189402,P,133,Bl,4.5,VIII,13.5,51.4,T,2.5,7.8,0.8
PI189857,P,81,Bf,2.5,0,19.1,43.5,G,3,24.4,1.46
PI189859,P,89,Br,5,0,17.35,45.5,T,3,15.2,1.14
PI189860,P,76,Rbr,3,0,17.9,44.1,T,3,15.5,1.61
PI189861,P,71,Rbr,4,0,19.8,38.2,T,3,10.7,1.9
PI189862,P,51,Rbr,2,0,18.1,43.5,T,3,21.6,1.93
PI189863,P,84,Br,2.1,I,19.7,38.1,T,2.8,11.8,1.72
PI189864,P,86,Br,2.4,I,18.9,38,T,2.8,14.7,2.41
PI189866,P,71,Br,5,0,12.6,45.85,T,3,4,0.93
PI189867,W,58,Rbr,2,0,17,44.5,T,2.5,24.8,1.2
PI189868,W,58,Rbr,3,0,16.8,44.9,T,3,24.6,1
PI189869,W,58,Br,3,0,18.9,45.5,T,3.5,19.5,0.95
PI189870,W,66,Rbr,4,0,17.3,42.3,T,3,22.2,1.26
PI189871,W,71,Br,2.5,0,17,43.4,T,3,22.8,1.8
PI189872,W,89,Br,2.5,0,18.2,43.75,T,2.5,16.6,1.78
PI189873,W,69,Rbr,3,0,17.5,44.65,T,3.5,24.4,1.43
PI189874,W,66,Rbr,2.5,0,16.6,44.3,T,3,19,0.32
PI189875,P,69,Y,2.5,0,17,47.3,G,4,23,1.46
PI189876,P,56,Y,2,0,18.5,40.7,G,3,18.5,1.49
PI189877,P,48,Y,2,0,17.5,46.4,G,3.5,25.1,1.06
PI189878,P,81,Y,3.5,0,17.9,46.4,G,3,24.6,2.06
PI189879,P,51,Y,2,0,17,47.1,G,3.5,27.1,0.79
PI189880,P,81,Y,3,0,17.3,48.9,G,3,22.1,1.62
PI189881,P,66,Y,1.3,I,19.4,37.4,G,2.5,14.2,2.04
PI189882,P,86,G,3.5,0,20,42.3,G,2.5,17.9,2.5
PI189883,P,86,G,4,0,20.85,42.1,G,3,16.5,2.64
PI189885,P,76,Bf,4,0,20.6,40.5,G,2.5,17.4,2.35
PI189886,P,76,Y,3,0,16.8,47,G,3,21.7,1.76
PI189888,P,86,Y,2.6,I,19.7,38.7,G,2.8,12.6,2.03
PI189890,P,99,Y,2.3,I,20,36.9,G,2,12,1.97
PI189891,P,84,Y,2.5,III,20.6,42.4,G,2.5,13.5,2.72
PI189892,P,76,Y,1.3,I,20.2,39.8,G,2.5,14.5,2.45
PI189893,P,86,Br,3.5,0,20.5,42.25,T,3,17.3,2.61
PI189894,P,79,Y,4,0,18.4,44,T,2.5,19.5,1.55
PI189896,P,64,Br,2.4,I,22.6,38.7,T,3,16.4,1.94
PI189897,P,74,Br,4.5,0,18.6,41.9,T,2.5,17.2,2.43
PI189898,P,74,Bl,5,0,19.9,40.1,T,2.5,18.7,2.19
PI189899,P,79,G,2.5,0,18.7,44,T,2.5,20.4,1.78
PI189900,P,69,Br,4,0,18.5,41.6,T,2.5,14.2,1.92
PI189901,P,84,Y,3.5,0,17.1,47.6,T,4,20.8,1.24
PI189903,P,66,Ib,2,0,21,43.1,G,3,17.8,2.02
PI189904,P,71,Br,2.5,0,19.2,46.35,T,2.5,19.2,1.85
PI189906,P,66,Bl,3.5,0,18.8,45.6,T,3.5,20,1.86
PI189907,P,76,Br,1.8,I,22.05,39.6,T,2.8,13.5,1.54
PI189911,P,74,Bl,1.4,I,22,38,T,3,12.9,1.9
PI189913,P,81,Br,3.5,0,19.2,40.8,T,2,12.7,1.93
PI189915,P,94,Y,1.4,I,19.5,38.1,T,2.5,13.3,2.17
PI189916,P,76,Y,2.4,I,20.2,38.2,T,2.8,13.8,2.13
PI189917,P,81,Y,1.8,I,19.5,38,T,3,13.4,1.9
PI189918,P,81,Y,1.4,I,20.55,40.95,T,3.8,14.6,2.15
PI189919,P,74,Tn,2.2,I,20.1,40.45,T,2.5,13.5,1.73
PI189920,P,84,Y,4,III,19.5,43.6,T,2.5,14.9,2.91
PI189921,P,71,Tn,2,I,20,39,T,2.3,13.5,1.96
PI189922,P,71,Tn,2.2,I,20.5,39.2,T,2.3,13,2.01
PI189923,W,69,Br,2.5,0,18.5,41.6,T,2.5,18.7,2
PI189924,P,94,Y,2.7,I,19.2,41.95,T,3,12.3,1.92
PI189925,P,84,Br,1.6,I,20,38.5,T,2.8,13.5,2.15
PI189926,P,112,Br,3.8,IV,20.8,42.7,T,2.3,17.8,2.78
PI189928,P,99,Bl,3,III,19.5,43.9,T,2.5,19.8,3.29
PI189929,W,94,Bf,1.9,II,21.8,38.3,G,2.8,15.6,2.71
PI189930,W,84,Lbf,1.7,II,22.3,39,G,3.3,20.5,2.7
PI189931,W,66,Bf,1.2,II,20,39.3,G,3.3,12.8,1.87
PI189932,W,58,Br,3,0,19.3,40.5,T,2.5,20.8,1.92
PI189935,W,117,Bl,3.5,III,20.4,42.4,T,2,15.4,2.9
PI189936,P,79,Br,4,0,18.7,43.4,T,3,20.5,2.35
PI189937,P,79,Br,4,0,19.1,44.4,T,2.5,20.6,2.35
PI189938,P,76,Br,3,0,19.7,44.7,T,3,19.8,1.92
PI189939,P,94,Bl,5,0,18.3,41.8,T,2.5,15.2,2.2
PI189940,P,66,Bl,1.5,0,19.5,45.2,T,2.5,26.9,1.56
PI189941,P,33,Bl,1.1,I,20.85,39.45,T,2.5,14.9,1.16
PI189944,P,86,Bl,4,0,18.5,44.45,T,2,14,1.92
PI189945,P,104,Bl,3,I,18.6,39.5,T,2.3,11.1,2.04
PI189946,P,81,Bl,2.1,I,19.1,38,T,2.3,9.5,1.88
PI189947,P,48,Bl,3.8,I,19.3,38.2,T,2.8,12.6,1.08
PI189950,P,64,Bl,4.5,0,13.4,44.55,T,3,6.1,1.08
PI189951,P,61,Bl,4.5,0,15.2,42.6,T,2,6.1,1.73
PI189952,W,89,Bl,3.5,0,20.7,40.6,T,3,14.5,2.28
PI189955,W,99,Bl,3,0,18.7,42.6,T,2,13.8,2.35
PI189956,W,91,Bl,2.5,0,18.5,41.2,T,2,13.1,2.15
PI189958,W,53,Bl,1.2,II,20.7,37.1,T,3,22,2.13
PI189960,W,99,Bl,3,0,19.3,40.9,T,2,14.1,2
PI189961,W,91,Bl,2.5,0,21.2,37.9,T,2,15.8,2.54
PI189962,P,41,Bl,1.1,I,20.9,37.6,T,3.5,21.5,1.45
PI189963,P,48,Bl,2,0,16.45,51.2,T,4,18.3,0.8
PI189964,P,76,Br,2.5,0,20.1,41.9,T,3,17.6,1.47
PI189965,P,94,G,3.5,0,19.55,43.6,T,3,13.1,2.3
PI189966,P,84,Bl,2.4,I,21.5,37.7,T,2.8,15.2,1.47
PI189967,P,97,Gn,2.3,I,20.4,37.2,T,3.3,11.4,2.1
PI189968,P,69,Gn,1.2,I,20.8,40.3,T,2.8,13.9,2.13
PI189969,P,74,Br,3.2,III,19.9,44.85,T,2.5,15.5,1.67
PI192867,P,210,Br,4,VII,15.7,44.7,T,3,8,0.74
PI192868,P,98,Br,4,VIII,15.5,46.2,T,3,10.6,0.86
PI192869,P,225,Bl,4.5,VII,14.7,43.3,T,3,5.5,0.59
PI192870,W,138,Br,4,VII,15.6,44.2,T,2.5,6.8,0.53
PI192871,P,130,Br,4,VII,16.4,47.8,T,3,9.7,1.33
PI192872,P,105,Br,4,VII,13.6,45.8,T,2.5,7.2,0.47
PI192873,P,125,Bl,5,VII,15,46.7,T,2.5,6.5,0.46
PI192874,W,125,Bl,4,VII,15.4,43,T,2.5,7.8,0.58
PI194624,P,64,Br,1.5,0,18.5,41.9,T,3.5,22.5,0.84
PI194625,P,84,Br,4,0,17.6,41.3,T,3,23.5,1.98
PI194626,P,66,Br,3.5,0,18.9,40.4,T,3,33.8,1.94
PI194627,P,79,Y,2,0,19.6,42.8,G,3,21.9,1.72
PI194630,P,74,Y,2,0,19.5,41.7,T,4,18.5,1.18
PI194631,P,71,G,3,0,19,44,G,4,22.8,1
PI194632,P,66,Bf,2.5,0,18.9,46.6,G,3.5,19.3,1.02
PI194633,P,56,Bl,3,0,17.9,47.1,T,3.5,16,1
PI194634,P,51,Br,2.5,0,18.4,44.8,T,3,24.2,0.96
PI194635,P,66,Bl,2.5,0,17.5,46.7,T,4,21.7,0.93
PI194636,P,38,Br,2,0,20.95,44.65,T,3,25,1.08
PI194638,P,43,Br,2,0,20.6,40.8,T,3,26.8,0.89
PI194639,P,43,Br,3,0,20.3,40.8,T,3.5,25,0.95
PI194640,P,36,Bl,1,0,18.4,47.05,T,3.5,14.8,0.77
PI194641,P,43,Bl,2,0,19.3,44.5,T,4,13.2,0.78
PI194643,P,79,Y,2,0,20.45,43.55,T,3,20.4,1.51
PI194644,P,74,Br,3,0,18.5,44.2,T,3,23.2,1.55
PI194645,P,69,Lbf,3,0,19.45,44.35,G,3,20.6,1.53
PI194646,P,84,Bf,3,0,17.5,39.7,G,4,22.1,1.16
PI194647,P,84,Y,3,0,17.5,42.5,G,3.5,29.3,1.6
PI194648,P,86,Bf,4,0,18.7,40.7,G,3,21.2,1.48
PI194653,P,74,Bf,3.5,0,17.5,42.4,G,3.5,22.9,0.94
PI194654,P,76,Bf,3,0,20.1,41.8,G,3,24.8,1.74
PI194655,P,81,Br,3,0,20.8,42.65,T,3,22.8,1.43
PI194656,P,79,Br,3,0,19.9,42.1,T,3,22.8,1.67
PI194773,P,138,Br,4.5,VIII,13,49.4,T,2.5,7.7,0.72
PI196148,P,46,Br,1.8,III,19.6,42.4,T,2.3,17.5,1.47
PI196149,W,53,Bl,2.4,III,17.7,42.9,T,3.8,34,1.2
PI196150,P,41,Br,1.1,II,18.85,42.85,-,2.5,15.7,1.08
PI196151,W,56,Bl,1.2,II,20.6,38,T,3,28.1,1.98
PI196152,P,74,Bf,2.9,III,19,42.9,G,3,16.4,2.35
PI196153,P,51,Br,2.8,III,20,42.7,T,2.5,14.1,1.51
PI196154,P,69,Br,1.4,II,19.3,40.4,T,2.8,17.4,1.87
PI196155,P,81,Bf,3.6,IV,17.4,44.6,G,2.5,13.8,1.93
PI196156,P,66,Br,2.4,III,19.6,43.3,T,2.8,15.7,1.86
PI196157,P,74,Br,2.8,III,19.7,43.4,T,2.5,14.8,1.61
PI196158,P,43,Br,1.2,II,19.8,43.3,-,2.5,20.6,1.41
PI196159,P,43,Br,1.2,I,20.6,38.7,T,3,21.5,1.45
PI196160,P,61,Br,1.8,I,20.8,38.5,T,3.5,24.1,2.05
PI196161,W,56,Bf,2.7,II,20.1,38.1,G,2.5,18.8,2.64
PI196162,P,66,Y,2.6,III,20.4,41.2,G,3,28.2,2.06
PI196163,P,74,Br,1.4,II,19.7,41.6,T,2.5,15.4,2.41
PI196164,P,69,Bl,2.9,III,19.6,40.6,T,2,8.6,1.97
PI196165,W,48,Y,2.9,III,19.5,42.7,G,3,17.7,1.51
PI196166,P,33,Bl,2,V,18.8,44.25,Lt,2.3,18.4,1.06
PI196167,W,99,Bf,3.6,IV,18.45,44.5,G,2.5,20.5,1.86
PI196168,W,61,Bf,2.5,V,20.5,43.9,G,2.8,19.3,1.93
PI196170,P,79,Br,3.5,IV,18.1,44.1,T,2.3,22,2.09
PI196171,P,89,Bf,3.9,IV,18.7,43.6,G,2.5,21,2
PI196172,P,71,Bl,3.9,IV,18.7,44.1,T,2.5,19.8,2.22
PI196175,P,46,Brbl,3,V,14.75,52.25,T,2,6.5,0.77
PI196177,P,35,Y,1,V,18.15,46.6,G,1.8,5.8,2.23
PI196325,P,99,Bl,2.7,I,18.3,39.6,T,2.8,13,2.13
PI196485,P,58,Br,3,0,20,41.4,T,2.5,20.7,1.35
PI196486,P,48,Br,1.5,0,19.5,43.6,T,3,28.5,0.71
PI196491,P,53,Br,2.5,0,19.5,42.3,T,3.5,23.8,1.12
PI196501,P,58,Br,3,0,20.5,42.95,T,2,22.7,1.54
PI196502,P,48,Br,2.5,0,20.05,44.35,T,4,22.6,0.75
PI196504,P,58,Br,4.5,0,18.8,47.5,T,2.5,16.4,1.29
PI196525,P,76,Br,3.5,0,19.1,42.4,T,2.5,20.8,1.7
PI196526,P,61,Br,3,0,19.1,45,T,3,25.4,0.75
PI196527,W,89,Br,5,0,18.4,45.8,T,2.5,18.2,1.94
PI196528,P,48,Br,3.5,0,18.1,44.2,T,4,16.1,0.9
PI196529,P,56,Br,2.5,0,18,46.4,T,3,16.6,0.75
PI196530,P,56,Bl,3,0,19,45.4,T,3.5,17.9,0.9
PI197182,P,152,Br,4,VIII,13,47.8,T,2.5,11.4,1.24
PI198067,P,51,Rbr,2,0,19.5,43,T,3,15.1,0.77
PI198078,P,78,Br,2.5,VII,15.8,46.9,T,2.3,12.7,2.07
PI19986,P,64,Y,2.3,IV,19.2,41,G,2.8,28.6,1.96
PI200445,P,110,Br,2,VIII,16.9,45.1,T,2,14.8,1.9
PI200446,W,59,Br,2,VI,19.4,43.1,T,2.3,13.4,1.2
